ue1_distance_ft,ue2_distance_ft,gain_db,amp,amp_bandwidth,jammer_gnb_distance_ft,pci,ue_identifier,dl_cqi,dl_ri,dl_mcs,dl_brate,dl_ok,dl_nok,dl_percent,dl_bs,ul_pusch,ul_rsrp,ul_ri,ul_mcs,ul_brate,ul_ok,ul_nok,ul_percent,ul_bsr,ul_ta,ul_phr
35,40,,,,,1,ue2,12,1.0,15,72000.0,21,22,51,0,26.9,-5.3,1,26,84000.0,10,0,0,0,253,-4
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,9,1.0,10,60000.0,40,6,13,0,31.6,-4.4,1,27,75000.0,14,0,0,0,194,-3
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,239,-3
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,10,1.0,12,3000.0,3,5,62,0,31.0,-6.0,1,27,4900.0,1,0,0,0,219,-5
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,216,-5
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,11,1.0,13,384,1,7,87,0,n/a,n/a,1,0,0,0,0,0,0,345,-5
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,11,1.0,10,39000.0,28,16,36,3,30.5,-6.0,1,27,111000.0,17,0,0,0,335,-2
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,10,1.0,8,3100.0,5,2,28,0,31.3,-5.9,1,27,15000.0,3,0,0,0,353,-2
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,9,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,348,-2
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,9,1.0,7,1900.0,8,2,20,0,n/a,n/a,1,0,0,0,0,0,0,301,-2
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,9,1.0,7,2300.0,10,8,44,0,n/a,n/a,1,0,0,0,0,0,0,279,-2
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,8,1.0,5,920,5,0,0,0,31.0,-10.6,1,27,4900.0,1,0,0,0,382,-4
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,7,1.0,3,416,4,2,33,0,n/a,n/a,1,0,0,0,0,0,0,216,-4
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,11,1.0,8,840,3,20,86,0,n/a,n/a,1,0,0,0,0,0,0,284,-4
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,11,1.0,11,704,2,13,86,0,n/a,n/a,1,0,0,0,0,0,0,312,-4
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,9,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,344,-4
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,6,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,350,-4
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,7,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,344,-4
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,326,-4
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,283,-4
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,282,-4
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,9,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,276,-4
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,9,1.0,8,240,1,1,50,0,31.1,-6.5,1,27,4900.0,1,0,0,0,309,-9
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,7,1.0,6,24000.0,28,4,12,3,28.7,-12.8,1,27,69000.0,15,3,16,0,285,-16
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,7,1.0,1,19000.0,21,0,0,0,22.8,-23.5,1,24,51000.0,10,6,37,0,320,-13
35,40,,,,,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,,,,,1,ue2,4,1.0,0,152,5,0,0,0,n/a,n/a,1,0,0,0,0,0,0,293,-13
