ue1_distance_ft,ue2_distance_ft,gain_db,amp,amp_bandwidth,jammer_gnb_distance_ft,pci,ue_identifier,dl_cqi,dl_ri,dl_mcs,dl_brate,dl_ok,dl_nok,dl_percent,dl_bs,ul_pusch,ul_rsrp,ul_ri,ul_mcs,ul_brate,ul_ok,ul_nok,ul_percent,ul_bsr,ul_ta,ul_phr
35,40,,1.2,,1,1,ue2,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,338,-9
35,40,,1.2,,1,1,ue2,n/a,n/a,0,48,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,65,-32
35,40,,1.2,,1,1,ue2,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,328,-9
35,40,,1.2,,1,1,ue2,n/a,n/a,0,48,2,25,92,0,n/a,n/a,1,0,0,0,0,0,0,66,-32
35,40,,1.2,,1,1,ue2,8,1.0,5,368,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,310,-9
35,40,,1.2,,1,1,ue2,n/a,n/a,0,0,0,25,100,0,n/a,n/a,1,0,0,0,0,0,0,73,-32
35,40,,1.2,,1,1,ue2,9,1.0,5,736,2,2,50,0,31.0,-5.0,1,27,9700.0,2,0,0,0,373,-10
35,40,,1.2,,1,1,ue2,n/a,n/a,0,0,0,20,100,0,n/a,n/a,1,0,0,0,0,0,0,-82,-32
35,40,,1.2,,1,1,ue2,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,328,-10
35,40,,1.2,,1,1,ue2,9,1.0,8,304,1,15,93,0,31.1,-4.8,1,27,19000.0,4,0,0,0,338,-5
35,40,,1.2,,1,1,ue2,8,1.0,5,472,3,1,25,0,30.9,-5.2,1,27,15000.0,3,0,0,0,331,-11
35,40,,1.2,,1,1,ue2,7,1.0,3,208,2,0,0,0,31.4,-5.3,1,27,9700.0,2,0,0,0,324,-12
35,40,,1.2,,1,1,ue2,7,1.0,4,104,1,6,85,0,31.3,-4.7,1,27,15000.0,3,0,0,0,315,-11
35,40,,1.2,,1,1,ue2,8,1.0,3,104,1,1,50,0,30.8,-4.8,1,27,4900.0,1,0,0,0,372,-11
35,40,,1.2,,1,1,ue2,8,1.0,0,0,0,0,0,0,31.0,-3.9,1,27,9700.0,2,0,0,0,355,-14
35,40,,1.2,,1,1,ue2,8,1.0,5,184,1,3,75,0,31.1,-4.1,1,27,9700.0,2,0,0,0,346,-10
35,40,,1.2,,1,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,323,-10
35,40,,1.2,,1,1,ue2,8,1.0,9,4900.0,9,5,35,0,24.2,-17.0,1,25,34000.0,5,2,28,0,149,-22
35,40,,1.2,,1,1,ue2,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,351,-10
35,40,,1.2,,1,1,ue2,5,1.0,0,0,0,0,0,0,30.1,-13.7,1,27,4900.0,1,0,0,0,287,-22
35,40,,1.2,,1,1,ue2,9,1.0,0,0,0,0,0,0,30.7,-4.3,1,27,4900.0,1,0,0,0,345,-3
35,40,,1.2,,1,1,ue2,4,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,355,-22
35,40,,1.2,,1,1,ue2,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,324,-3
35,40,,1.2,,1,1,ue2,5,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,360,-22
35,40,,1.2,,1,1,ue2,9,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,328,-3
35,40,,1.2,,1,1,ue2,5,1.0,0,0,0,0,0,0,30.0,-12.8,1,27,4900.0,1,0,0,0,399,-24
35,40,,1.2,,1,1,ue2,7,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,309,-3
35,40,,1.2,,1,1,ue2,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,347,-24
