ue1_distance_ft,ue2_distance_ft,gain_db,amp,amp_bandwidth,jammer_gnb_distance_ft,pci,ue_identifier,dl_cqi,dl_ri,dl_mcs,dl_brate,dl_ok,dl_nok,dl_percent,dl_bs,ul_pusch,ul_rsrp,ul_ri,ul_mcs,ul_brate,ul_ok,ul_nok,ul_percent,ul_bsr,ul_ta,ul_phr
35,40,60,,,1,1,ue2,9,1.0,7,1800.0,7,42,85,0,30.9,-8.8,1,27,4900.0,1,0,0,0,382,-12
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,6,1.0,1,80,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,191,-18
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,9,1.0,8,784,3,4,57,0,n/a,n/a,1,0,0,0,0,0,0,169,-12
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,6,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,178,-18
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,9,1.0,0,0,0,0,0,0,32.0,-7.0,1,27,4900.0,1,0,0,0,168,-11
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,5,1.0,0,48,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,192,-18
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,8,1.0,6,0,0,10,100,0,32.1,-6.9,1,27,4900.0,1,0,0,0,160,-11
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,4,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,203,-18
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,9,1.0,5,0,0,5,100,0,n/a,n/a,1,0,0,0,0,0,0,151,-11
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,3,1.0,0,48,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,221,-18
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,10,1.0,9,304,1,12,92,0,n/a,n/a,1,0,0,0,0,0,0,174,-11
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,6,1.0,0,0,0,0,0,0,12.0,-29.0,1,7,4200.0,1,0,0,0,184,-19
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,10,1.0,0,0,0,0,0,0,31.5,-7.1,1,27,15000.0,3,0,0,0,345,-11
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,6,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,189,-19
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,10,1.0,0,0,0,0,0,0,30.8,-6.6,1,27,9700.0,2,0,0,0,353,-11
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,6,1.0,0,0,0,0,0,0,15.4,-28.4,1,6,8400.0,2,0,0,0,221,-19
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,9,1.0,0,0,0,0,0,0,31.5,-6.4,1,27,4900.0,1,0,0,0,349,-11
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,6,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,248,-19
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,9,1.0,0,0,0,0,0,0,31.4,-6.3,1,27,4900.0,1,0,0,0,346,-14
35,40,60,,,1,1,ue1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40,60,,,1,1,ue2,6,1.0,1,520,2,0,0,0,14.6,-28.0,1,7,8400.0,2,0,0,0,257,-21
